Time,HNE
273.8,0.00336
273.805,0.00211
273.81,0.00076
273.815,-0.00064
273.82,-0.00203
273.825,-0.00329
273.83,-0.00437
273.835,-0.00535
273.84,-0.00612
273.845,-0.00673
273.85,-0.00712
273.855,-0.00724
273.86,-0.00719
273.865,-0.00689
273.87,-0.00647
273.875,-0.00585
273.88,-0.00497
273.885,-0.00385
273.89,-0.00257
273.895,-0.00134
273.9,-0.00015
273.905,0.00101
273.91,0.00209
273.915,0.00303
273.92,0.00384
273.925,0.00453
273.93,0.00515
273.935,0.00583
273.94,0.00645
273.945,0.00686
273.95,0.00711
273.955,0.00716
273.96,0.00704
273.965,0.00679
273.97,0.00641
273.975,0.00595
273.98,0.00538
273.985,0.00473
273.99,0.00414
273.995,0.00369
274,0.00324
274.005,0.00281
274.01,0.00235
274.015,0.00182
274.02,0.00135
274.025,0.00083
274.03,0.00037
274.035,-0.00001
274.04,-0.00037
274.045,-0.00066
274.05,-0.00093
274.055,-0.00119
274.06,-0.00144
274.065,-0.00172
274.07,-0.00206
274.075,-0.00248
274.08,-0.00295
274.085,-0.00346
274.09,-0.00397
274.095,-0.00443
274.1,-0.00491
274.105,-0.00535
274.11,-0.00561
274.115,-0.00575
274.12,-0.00587
274.125,-0.00609
274.13,-0.00645
274.135,-0.00683
274.14,-0.00712
274.145,-0.00722
274.15,-0.00718
274.155,-0.00706
274.16,-0.00686
274.165,-0.00662
274.17,-0.00628
274.175,-0.00596
274.18,-0.0058
274.185,-0.00579
274.19,-0.00577
274.195,-0.00557
274.2,-0.00522
274.205,-0.00482
274.21,-0.00445
274.215,-0.00405
274.22,-0.00361
274.225,-0.00315
274.23,-0.00272
274.235,-0.00237
274.24,-0.00218
274.245,-0.0021
274.25,-0.00201
274.255,-0.00193
274.26,-0.00186
274.265,-0.00196
274.27,-0.00222
274.275,-0.00255
274.28,-0.00289
274.285,-0.00318
274.29,-0.00353
274.295,-0.00376
274.3,-0.00385
274.305,-0.00388
274.31,-0.00384
274.315,-0.0039
274.32,-0.00405
274.325,-0.00422
274.33,-0.00442
274.335,-0.00453
274.34,-0.00466
274.345,-0.00481
274.35,-0.00489
274.355,-0.00494
274.36,-0.00491
274.365,-0.00484
274.37,-0.00485
274.375,-0.00492
274.38,-0.00498
274.385,-0.00494
274.39,-0.00481
274.395,-0.00476
274.4,-0.00473
274.405,-0.00471
274.41,-0.00462
274.415,-0.00435
274.42,-0.00404
274.425,-0.00371
274.43,-0.00337
274.435,-0.00302
274.44,-0.00263
274.445,-0.00225
274.45,-0.00199
274.455,-0.00185
274.46,-0.00177
274.465,-0.00165
274.47,-0.00159
274.475,-0.00152
274.48,-0.00134
274.485,-0.00117
274.49,-0.00099
274.495,-0.00072
274.5,-0.00038
274.505,-0.00009
274.51,0.00009
274.515,0.00028
274.52,0.00045
274.525,0.00058
274.53,0.00072
274.535,0.00089
274.54,0.00106
274.545,0.00129
274.55,0.00162
274.555,0.00185
274.56,0.00194
274.565,0.00196
274.57,0.00187
274.575,0.0018
274.58,0.0017
274.585,0.00151
274.59,0.00127
274.595,0.00096
274.6,0.00064
274.605,0.00022
274.61,-0.0003
274.615,-0.00082
274.62,-0.00132
274.625,-0.00184
274.63,-0.00228
274.635,-0.0026
274.64,-0.00283
274.645,-0.00307
274.65,-0.00341
274.655,-0.00382
274.66,-0.00416
274.665,-0.00438
274.67,-0.0045
274.675,-0.00449
274.68,-0.00423
274.685,-0.00371
274.69,-0.00309
274.695,-0.00253
274.7,-0.00208
274.705,-0.0016
274.71,-0.00108
274.715,-0.00055
274.72,0.00002
274.725,0.00053
274.73,0.00108
274.735,0.00156
274.74,0.00181
274.745,0.00188
274.75,0.00173
274.755,0.00143
274.76,0.00117
274.765,0.00093
274.77,0.00058
274.775,0.00015
274.78,-0.0003
274.785,-0.00071
274.79,-0.00115
274.795,-0.00167
274.8,-0.00218
274.805,-0.0025
274.81,-0.00264
274.815,-0.00277
274.82,-0.00287
274.825,-0.00289
274.83,-0.00276
274.835,-0.00251
274.84,-0.0022
274.845,-0.00184
274.85,-0.00154
274.855,-0.00128
274.86,-0.00101
274.865,-0.00068
274.87,-0.0003
274.875,0.00008
274.88,0.00048
274.885,0.00084
274.89,0.00119
274.895,0.00146
274.9,0.0016
274.905,0.0017
274.91,0.00184
274.915,0.00196
274.92,0.00207
274.925,0.00221
274.93,0.00225
274.935,0.00221
274.94,0.00212
274.945,0.00191
274.95,0.00175
274.955,0.00167
274.96,0.0015
274.965,0.00136
274.97,0.00124
274.975,0.00116
274.98,0.00116
274.985,0.00108
274.99,0.00103
274.995,0.00099
275,0.00094
275.005,0.00104
275.01,0.00115
275.015,0.00124
275.02,0.00134
275.025,0.00145
275.03,0.0016
275.035,0.0016
275.04,0.00152
275.045,0.00143
275.05,0.00134
275.055,0.00127
275.06,0.00105
275.065,0.0007
275.07,0.00042
275.075,0.00012
275.08,-0.00027
275.085,-0.00071
275.09,-0.0011
275.095,-0.00131
275.1,-0.00138
275.105,-0.00138
275.11,-0.00136
275.115,-0.00133
275.12,-0.00136
275.125,-0.00136
275.13,-0.00131
275.135,-0.0013
275.14,-0.00131
275.145,-0.00144
275.15,-0.00163
275.155,-0.00179
275.16,-0.00207
275.165,-0.0024
275.17,-0.00264
275.175,-0.00277
275.18,-0.00282
275.185,-0.00279
275.19,-0.00264
275.195,-0.00231
275.2,-0.00189
275.205,-0.00136
275.21,-0.00065
275.215,0.00012
275.22,0.00086
275.225,0.0016
275.23,0.00236
275.235,0.00319
275.24,0.00405
275.245,0.00488
275.25,0.00575
275.255,0.00655
275.26,0.00711
275.265,0.00758
275.27,0.00796
275.275,0.00815
275.28,0.00821
275.285,0.0081
275.29,0.00789
275.295,0.00761
275.3,0.00716
275.305,0.0066
275.31,0.00597
275.315,0.00536
275.32,0.00485
275.325,0.0043
275.33,0.00366
275.335,0.00303
275.34,0.00247
275.345,0.00203
275.35,0.00176
275.355,0.00166
275.36,0.00168
275.365,0.00186
275.37,0.00228
275.375,0.00293
275.38,0.00365
275.385,0.00427
275.39,0.00479
275.395,0.00527
275.4,0.00573
275.405,0.00612
275.41,0.00648
275.415,0.00679
275.42,0.00698
275.425,0.00714
275.43,0.00731
275.435,0.00743
275.44,0.00732
275.445,0.00693
275.45,0.0064
275.455,0.00586
275.46,0.00534
275.465,0.00477
275.47,0.00404
275.475,0.00332
275.48,0.00277
275.485,0.00233
275.49,0.0019
275.495,0.00141
275.5,0.00087
275.505,0.0003
275.51,-0.00016
275.515,-0.00047
275.52,-0.00074
275.525,-0.00094
275.53,-0.00112
275.535,-0.00123
275.54,-0.00129
275.545,-0.00137
275.55,-0.00151
275.555,-0.00167
275.56,-0.0018
275.565,-0.00195
275.57,-0.00218
275.575,-0.00239
275.58,-0.00252
275.585,-0.00258
275.59,-0.00258
275.595,-0.00248
275.6,-0.00245
275.605,-0.00259
275.61,-0.00277
275.615,-0.00294
275.62,-0.00295
275.625,-0.00292
275.63,-0.00288
275.635,-0.0027
275.64,-0.00238
275.645,-0.00194
275.65,-0.00149
275.655,-0.00106
275.66,-0.00068
275.665,-0.00039
275.67,-0.00016
275.675,0
275.68,0.00006
275.685,0.00008
275.69,0.00005
275.695,-0.00003
275.7,-0.00008
275.705,-0.0001
275.71,-0.00008
275.715,-0.00006
275.72,-0.00005
275.725,-0.00008
275.73,-0.00018
275.735,-0.0001
275.74,0.00015
275.745,0.00041
275.75,0.00065
275.755,0.00087
275.76,0.00117
275.765,0.00166
275.77,0.00216
275.775,0.00265
275.78,0.00309
275.785,0.00342
275.79,0.00372
275.795,0.00388
275.8,0.00392
275.805,0.00388
275.81,0.00358
275.815,0.00312
275.82,0.00263
275.825,0.00206
275.83,0.00129
275.835,0.00041
275.84,-0.00048
275.845,-0.00131
275.85,-0.00208
275.855,-0.00278
275.86,-0.00335
275.865,-0.00375
275.87,-0.00388
275.875,-0.00385
275.88,-0.00372
275.885,-0.00361
275.89,-0.00369
275.895,-0.00386
275.9,-0.00397
275.905,-0.00403
275.91,-0.00409
275.915,-0.00422
275.92,-0.0044
275.925,-0.00461
275.93,-0.00485
275.935,-0.0051
275.94,-0.00525
275.945,-0.00533
275.95,-0.00551
275.955,-0.00574
275.96,-0.00578
275.965,-0.00562
275.97,-0.00527
275.975,-0.00475
275.98,-0.00411
275.985,-0.00343
275.99,-0.0027
275.995,-0.0019
276,-0.0012
276.005,-0.00059
276.01,0.00001
276.015,0.00061
276.02,0.00111
276.025,0.00153
276.03,0.00187
276.035,0.00207
276.04,0.00219
276.045,0.0022
276.05,0.00212
276.055,0.00188
276.06,0.00152
276.065,0.00107
276.07,0.00052
276.075,0.00001
276.08,-0.0004
276.085,-0.00074
276.09,-0.001
276.095,-0.00121
276.1,-0.00135
276.105,-0.00133
276.11,-0.00121
276.115,-0.00102
276.12,-0.00081
276.125,-0.00054
276.13,-0.00016
276.135,0.00028
276.14,0.00081
276.145,0.00134
276.15,0.00171
276.155,0.00193
276.16,0.00199
276.165,0.00201
276.17,0.00202
276.175,0.00189
276.18,0.00159
276.185,0.00119
276.19,0.0008
276.195,0.00044
276.2,0.00002
276.205,-0.00052
276.21,-0.00123
276.215,-0.00202
276.22,-0.00275
276.225,-0.00348
276.23,-0.00415
276.235,-0.00473
276.24,-0.00521
276.245,-0.00547
276.25,-0.00561
276.255,-0.00566
276.26,-0.0057
276.265,-0.00578
276.27,-0.00575
276.275,-0.00561
276.28,-0.00537
276.285,-0.005
276.29,-0.00456
276.295,-0.00411
276.3,-0.00365
276.305,-0.00321
276.31,-0.00283
276.315,-0.00258
276.32,-0.00245
276.325,-0.00235
276.33,-0.0023
276.335,-0.00224
276.34,-0.00223
276.345,-0.00229
276.35,-0.0024
276.355,-0.00273
276.36,-0.00326
276.365,-0.00385
276.37,-0.00452
276.375,-0.00524
276.38,-0.00584
276.385,-0.00624
276.39,-0.00655
276.395,-0.00678
276.4,-0.00693
276.405,-0.00699
276.41,-0.00691
276.415,-0.00672
276.42,-0.00649
276.425,-0.00615
276.43,-0.00562
276.435,-0.00502
276.44,-0.00439
276.445,-0.00379
276.45,-0.00315
276.455,-0.00246
276.46,-0.00174
276.465,-0.00095
276.47,-0.00028
276.475,0.00021
276.48,0.0006
276.485,0.001
276.49,0.00143
276.495,0.00176
276.5,0.00197
276.505,0.00213
276.51,0.0024
276.515,0.00273
276.52,0.00299
276.525,0.00314
276.53,0.00316
276.535,0.00311
276.54,0.00297
276.545,0.00276
276.55,0.00244
276.555,0.00197
276.56,0.00133
276.565,0.00073
276.57,0.00023
276.575,-0.0002
276.58,-0.00067
276.585,-0.00124
276.59,-0.00176
276.595,-0.00228
276.6,-0.0027
276.605,-0.00304
276.61,-0.00343
276.615,-0.00371
276.62,-0.00388
276.625,-0.00398
276.63,-0.00397
276.635,-0.00387
276.64,-0.00367
276.645,-0.00344
276.65,-0.00314
276.655,-0.0028
276.66,-0.00251
276.665,-0.00221
276.67,-0.00192
276.675,-0.00169
276.68,-0.00147
276.685,-0.00123
276.69,-0.00108
276.695,-0.00108
276.7,-0.00116
276.705,-0.0013
276.71,-0.00154
276.715,-0.00178
276.72,-0.00202
276.725,-0.00218
276.73,-0.00215
276.735,-0.00201
276.74,-0.00183
276.745,-0.00172
276.75,-0.00159
276.755,-0.00138
276.76,-0.00118
276.765,-0.00096
276.77,-0.00068
276.775,-0.00031
276.78,0.00012
276.785,0.00046
276.79,0.00075
276.795,0.00096
276.8,0.00107
276.805,0.0012
276.81,0.00131
276.815,0.00133
276.82,0.00133
276.825,0.00136
276.83,0.00142
276.835,0.00152
276.84,0.00155
276.845,0.00151
276.85,0.00138
276.855,0.00131
276.86,0.00135
276.865,0.00142
276.87,0.00162
276.875,0.00204
276.88,0.00255
276.885,0.00307
276.89,0.00364
276.895,0.00418
276.9,0.0046
276.905,0.00489
276.91,0.00514
276.915,0.00548
276.92,0.00593
276.925,0.00634
276.93,0.00667
276.935,0.00706
276.94,0.00745
276.945,0.0077
276.95,0.0078
276.955,0.00777
276.96,0.00769
276.965,0.00756
276.97,0.0073
276.975,0.007
276.98,0.00667
276.985,0.0063
276.99,0.00596
276.995,0.00563
277,0.00528
277.005,0.00486
277.01,0.00438
277.015,0.0039
277.02,0.00335
277.025,0.00271
277.03,0.00198
277.035,0.00128
277.04,0.00063
277.045,0.00001
277.05,-0.00053
277.055,-0.00113
277.06,-0.0018
277.065,-0.00253
277.07,-0.00327
277.075,-0.00379
277.08,-0.00408
277.085,-0.0042
277.09,-0.00422
277.095,-0.00421
277.1,-0.00415
277.105,-0.004
277.11,-0.00377
277.115,-0.00348
277.12,-0.00327
277.125,-0.00318
277.13,-0.00311
277.135,-0.00296
277.14,-0.00281
277.145,-0.00278
277.15,-0.00274
277.155,-0.00268
277.16,-0.00253
277.165,-0.00236
277.17,-0.00235
277.175,-0.00244
277.18,-0.00249
277.185,-0.00235
277.19,-0.00203
277.195,-0.00158
277.2,-0.00106
277.205,-0.00061
277.21,-0.00019
277.215,0.00029
277.22,0.00077
277.225,0.00122
277.23,0.00157
277.235,0.00185
277.24,0.0022
277.245,0.00256
277.25,0.0028
277.255,0.00284
277.26,0.00272
277.265,0.0025
277.27,0.00214
277.275,0.00179
277.28,0.00149
277.285,0.00123
277.29,0.00095
277.295,0.0006
277.3,0.0003
277.305,0.00005
277.31,-0.00015
277.315,-0.00042
277.32,-0.0007
277.325,-0.00093
277.33,-0.00107
277.335,-0.00117
277.34,-0.00126
277.345,-0.00133
277.35,-0.00149
277.355,-0.00168
277.36,-0.00194
277.365,-0.00225
277.37,-0.00248
277.375,-0.0026
277.38,-0.00261
277.385,-0.0026
277.39,-0.00256
277.395,-0.0025
277.4,-0.00243
277.405,-0.00236
277.41,-0.00235
277.415,-0.00233
277.42,-0.00221
277.425,-0.00197
277.43,-0.0016
277.435,-0.00131
277.44,-0.00109
277.445,-0.00074
277.45,-0.00047
277.455,-0.00027
277.46,-0.00009
277.465,0.00006
277.47,0.00038
277.475,0.00076
277.48,0.00109
277.485,0.00132
277.49,0.00131
277.495,0.00124
277.5,0.00114
277.505,0.00101
277.51,0.00085
277.515,0.00055
277.52,0.00032
277.525,0.00023
277.53,0.00012
277.535,-0.00016
277.54,-0.00062
277.545,-0.00112
277.55,-0.00154
277.555,-0.00183
277.56,-0.00197
277.565,-0.0019
277.57,-0.00163
277.575,-0.00121
277.58,-0.00078
277.585,-0.00035
277.59,0.0001
277.595,0.00059
277.6,0.00117
277.605,0.0017
277.61,0.00215
277.615,0.00258
277.62,0.00289
277.625,0.00309
277.63,0.00317
277.635,0.00315
277.64,0.00316
277.645,0.00319
277.65,0.00331
277.655,0.0034
277.66,0.00324
277.665,0.00294
277.67,0.00264
277.675,0.00232
277.68,0.00199
277.685,0.00168
277.69,0.00149
277.695,0.0014
277.7,0.00134
277.705,0.0013
277.71,0.00126
277.715,0.00121
277.72,0.00108
277.725,0.0009
277.73,0.00082
277.735,0.0008
277.74,0.00078
277.745,0.0008
277.75,0.00094
277.755,0.0011
277.76,0.00124
277.765,0.00138
277.77,0.00146
277.775,0.00152
277.78,0.00156
277.785,0.0016
277.79,0.00168
277.795,0.00164
277.8,0.00158
277.805,0.00153
277.81,0.00144
277.815,0.00137
277.82,0.00132
277.825,0.00133
277.83,0.00145
277.835,0.00165
277.84,0.00189
277.845,0.00209
277.85,0.00229
277.855,0.00247
277.86,0.00257
277.865,0.0027
277.87,0.00286
277.875,0.0031
277.88,0.00341
277.885,0.00364
277.89,0.0039
277.895,0.00416
277.9,0.00428
277.905,0.0042
277.91,0.00392
277.915,0.00351
277.92,0.00304
277.925,0.00253
277.93,0.00203
277.935,0.00154
277.94,0.00107
277.945,0.00067
277.95,0.00032
277.955,0.00001
277.96,-0.0002
277.965,-0.00037
277.97,-0.00047
277.975,-0.00046
277.98,-0.0004
277.985,-0.00022
277.99,0.00006
277.995,0.0003
278,0.00049
278.005,0.00067
278.01,0.00083
278.015,0.00097
278.02,0.00113
278.025,0.00132
278.03,0.00153
278.035,0.00171
278.04,0.00184
278.045,0.00184
278.05,0.00168
278.055,0.00137
278.06,0.001
278.065,0.00056
278.07,-0.00003
278.075,-0.00062
278.08,-0.00108
278.085,-0.00149
278.09,-0.00188
278.095,-0.00232
278.1,-0.00277
278.105,-0.00309
278.11,-0.00327
278.115,-0.00328
278.12,-0.00324
278.125,-0.00315
278.13,-0.00292
278.135,-0.00256
278.14,-0.00202
278.145,-0.00142
278.15,-0.00087
278.155,-0.00036
278.16,0.00007
278.165,0.00046
278.17,0.00073
278.175,0.00078
278.18,0.00072
278.185,0.00065
278.19,0.00063
278.195,0.0006
278.2,0.00049
278.205,0.00039
278.21,0.00026
278.215,0.00011
278.22,0.00001
278.225,-0.00013
278.23,-0.00028
278.235,-0.00029
278.24,-0.00018
278.245,-0.00008
278.25,0.00005
278.255,0.00021
278.26,0.00041
278.265,0.00069
278.27,0.00103
278.275,0.0014
278.28,0.00179
278.285,0.00226
278.29,0.00287
278.295,0.00346
278.3,0.00397
278.305,0.00439
278.31,0.00471
278.315,0.0049
278.32,0.00496
278.325,0.00488
278.33,0.0047
278.335,0.00446
278.34,0.00412
278.345,0.00375
278.35,0.00341
278.355,0.00299
278.36,0.00254
278.365,0.00203
278.37,0.00146
278.375,0.00095
278.38,0.00046
278.385,-0.00003
278.39,-0.00048
278.395,-0.00094
278.4,-0.00131
278.405,-0.00161
278.41,-0.00185
278.415,-0.00208
278.42,-0.00238
278.425,-0.00263
278.43,-0.00278
278.435,-0.00281
278.44,-0.00286
278.445,-0.00294
278.45,-0.00297
278.455,-0.00297
278.46,-0.00295
278.465,-0.00292
278.47,-0.00281
278.475,-0.00258
278.48,-0.00234
278.485,-0.00212
278.49,-0.00181
278.495,-0.00143
278.5,-0.00107
278.505,-0.00074
278.51,-0.00042
278.515,-0.00008
278.52,0.00042
278.525,0.00096
278.53,0.00152
278.535,0.00212
278.54,0.00258
278.545,0.00295
278.55,0.00329
278.555,0.00351
278.56,0.00367
278.565,0.00374
278.57,0.00379
278.575,0.00398
278.58,0.0042
278.585,0.00448
278.59,0.00482
278.595,0.00513
278.6,0.0055
278.605,0.00587
278.61,0.00616
278.615,0.00642
278.62,0.00661
278.625,0.00674
278.63,0.00687
278.635,0.00694
278.64,0.00687
278.645,0.00674
278.65,0.00644
278.655,0.0061
278.66,0.00581
278.665,0.00545
278.67,0.00512
278.675,0.00487
278.68,0.00469
278.685,0.00463
278.69,0.00462
278.695,0.00462
278.7,0.00462
278.705,0.0045
278.71,0.0043
278.715,0.00409
278.72,0.00387
278.725,0.00355
278.73,0.00312
278.735,0.00267
278.74,0.00218
278.745,0.00169
278.75,0.00124
278.755,0.00081
278.76,0.00046
278.765,0.00015
278.77,-0.00021
278.775,-0.00053
278.78,-0.00078
278.785,-0.00102
278.79,-0.00122
278.795,-0.0014
278.8,-0.00156
278.805,-0.00173
278.81,-0.00191
278.815,-0.00187
278.82,-0.00171
278.825,-0.00157
278.83,-0.00145
278.835,-0.00131
278.84,-0.00109
278.845,-0.00086
278.85,-0.00071
278.855,-0.00072
278.86,-0.00085
278.865,-0.00091
278.87,-0.00083
278.875,-0.00064
278.88,-0.00041
278.885,-0.00015
278.89,0.00011
278.895,0.00035
278.9,0.00062
278.905,0.00081
278.91,0.00091
278.915,0.00099
278.92,0.00119
278.925,0.00154
278.93,0.00194
278.935,0.00234
278.94,0.00267
278.945,0.00292
278.95,0.00309
278.955,0.00313
278.96,0.00308
278.965,0.00301
278.97,0.00286
278.975,0.00275
278.98,0.00272
278.985,0.00265
278.99,0.0025
278.995,0.00225
279,0.00202
279.005,0.00185
279.01,0.00168
279.015,0.00152
279.02,0.00144
279.025,0.00133
279.03,0.00126
279.035,0.00127
279.04,0.00129
279.045,0.00151
279.05,0.00182
279.055,0.00209
279.06,0.00238
279.065,0.00259
279.07,0.00281
279.075,0.00305
279.08,0.00322
279.085,0.00332
279.09,0.00331
279.095,0.00326
279.1,0.0033
279.105,0.00337
279.11,0.00342
279.115,0.00334
279.12,0.00316
279.125,0.00299
279.13,0.0028
279.135,0.00266
279.14,0.00252
279.145,0.00241
279.15,0.00241
279.155,0.00232
279.16,0.00216
279.165,0.00195
279.17,0.00168
279.175,0.00144
279.18,0.00123
279.185,0.00106
279.19,0.00097
279.195,0.00087
279.2,0.00085
279.205,0.00091
279.21,0.00084
279.215,0.00065
279.22,0.00042
279.225,0.00021
279.23,0.00003
279.235,-0.00024
279.24,-0.00056
279.245,-0.00082
279.25,-0.0011
279.255,-0.0014
279.26,-0.00172
279.265,-0.00206
279.27,-0.0023
279.275,-0.00247
279.28,-0.00257
279.285,-0.00262
279.29,-0.00267
279.295,-0.00272
279.3,-0.00278
279.305,-0.00282
279.31,-0.00273
279.315,-0.00253
279.32,-0.00225
279.325,-0.00191
279.33,-0.00161
279.335,-0.00133
279.34,-0.00114
279.345,-0.00104
279.35,-0.00099
279.355,-0.00094
279.36,-0.00091
279.365,-0.00091
279.37,-0.00096
279.375,-0.001
279.38,-0.00106
279.385,-0.00109
279.39,-0.00112
279.395,-0.00121
279.4,-0.00132
279.405,-0.00155
279.41,-0.00184
279.415,-0.00218
279.42,-0.00261
279.425,-0.00307
279.43,-0.00345
279.435,-0.00375
279.44,-0.00408
279.445,-0.00444
279.45,-0.00481
279.455,-0.0051
279.46,-0.00528
279.465,-0.00546
279.47,-0.00568
279.475,-0.00601
279.48,-0.0064
279.485,-0.00666
279.49,-0.00682
279.495,-0.00692
279.5,-0.00703
279.505,-0.00716
279.51,-0.00726
279.515,-0.00728
279.52,-0.00719
279.525,-0.00705
279.53,-0.00695
279.535,-0.00681
279.54,-0.00656
279.545,-0.00623
279.55,-0.00582
279.555,-0.00546
279.56,-0.00528
279.565,-0.00518
279.57,-0.00511
279.575,-0.00506
279.58,-0.00506
279.585,-0.00516
279.59,-0.00534
279.595,-0.00554
279.6,-0.00568
279.605,-0.00568
279.61,-0.00559
279.615,-0.00549
279.62,-0.00544
279.625,-0.00539
279.63,-0.00536
279.635,-0.00533
279.64,-0.00526
279.645,-0.00523
279.65,-0.0053
279.655,-0.00534
279.66,-0.00522
279.665,-0.00499
279.67,-0.00479
279.675,-0.0047
279.68,-0.00468
279.685,-0.0047
279.69,-0.00463
279.695,-0.00448
279.7,-0.00433
279.705,-0.00418
279.71,-0.00402
279.715,-0.00386
279.72,-0.00377
279.725,-0.00377
279.73,-0.00379
279.735,-0.00385
279.74,-0.00384
279.745,-0.00372
279.75,-0.00365
279.755,-0.00359
279.76,-0.00357
279.765,-0.00364
279.77,-0.00373
279.775,-0.00384
279.78,-0.00395
279.785,-0.00405
279.79,-0.00401
279.795,-0.0039
279.8,-0.0038
279.805,-0.0036
279.81,-0.00336
279.815,-0.00313
279.82,-0.00293
279.825,-0.00284
279.83,-0.00277
279.835,-0.00274
279.84,-0.00272
279.845,-0.00261
279.85,-0.00249
279.855,-0.00235
279.86,-0.00223
279.865,-0.00215
279.87,-0.00207
279.875,-0.002
279.88,-0.00191
279.885,-0.00181
279.89,-0.00173
279.895,-0.00169
279.9,-0.00165
279.905,-0.0016
279.91,-0.00157
279.915,-0.00149
279.92,-0.00134
279.925,-0.00117
279.93,-0.00095
279.935,-0.00071
279.94,-0.00054
279.945,-0.0005
279.95,-0.00046
279.955,-0.00037
279.96,-0.00023
279.965,-0.00008
279.97,-0.00001
279.975,-0.00004
279.98,-0.0002
279.985,-0.00029
279.99,-0.00031
279.995,-0.00037
280,-0.00042
280.005,-0.00043
280.01,-0.00037
280.015,-0.00028
280.02,-0.00022
280.025,-0.00025
280.03,-0.00032
280.035,-0.00036
280.04,-0.0005
280.045,-0.00071
280.05,-0.00089
280.055,-0.00103
280.06,-0.00105
280.065,-0.0011
280.07,-0.00119
280.075,-0.00124
280.08,-0.0013
280.085,-0.0014
280.09,-0.00152
280.095,-0.00158
280.1,-0.00153
280.105,-0.00133
280.11,-0.00101
280.115,-0.00076
280.12,-0.00061
280.125,-0.00056
280.13,-0.00063
280.135,-0.00076
280.14,-0.00096
280.145,-0.00119
280.15,-0.00129
280.155,-0.00131
280.16,-0.0013
280.165,-0.00137
280.17,-0.00153
280.175,-0.00162
280.18,-0.00165
280.185,-0.00163
280.19,-0.00158
280.195,-0.00153
280.2,-0.0014
280.205,-0.00126
280.21,-0.00109
280.215,-0.00093
280.22,-0.00086
280.225,-0.00078
280.23,-0.00066
280.235,-0.0005
280.24,-0.00035
280.245,-0.00028
280.25,-0.00028
280.255,-0.00025
280.26,-0.00018
280.265,-0.00013
280.27,-0.00009
280.275,0
280.28,0.00002
280.285,-0.00015
280.29,-0.00035
280.295,-0.00043
280.3,-0.00045
280.305,-0.00054
280.31,-0.00058
280.315,-0.00048
280.32,-0.0002
280.325,0.00022
280.33,0.00053
280.335,0.0007
280.34,0.00088
280.345,0.00109
280.35,0.00132
280.355,0.00149
280.36,0.00155
280.365,0.00161
280.37,0.00169
280.375,0.00181
280.38,0.00195
280.385,0.002
280.39,0.002
280.395,0.00197
280.4,0.00195
280.405,0.00191
280.41,0.00178
280.415,0.00166
280.42,0.00157
280.425,0.00139
280.43,0.00118
280.435,0.00098
280.44,0.00083
280.445,0.00079
280.45,0.00078
280.455,0.00075
280.46,0.00063
280.465,0.00043
280.47,0.00023
280.475,0.00008
280.48,-0.00001
280.485,-0.00009
280.49,-0.00023
280.495,-0.00039
280.5,-0.00047
280.505,-0.00047
280.51,-0.0005
280.515,-0.00058
280.52,-0.00068
280.525,-0.00072
280.53,-0.0007
280.535,-0.00066
280.54,-0.0006
280.545,-0.00056
280.55,-0.00052
280.555,-0.00039
280.56,-0.00024
280.565,-0.0002
280.57,-0.00021
280.575,-0.00026
280.58,-0.00036
280.585,-0.00033
280.59,-0.00029
280.595,-0.00037
280.6,-0.00039
280.605,-0.00036
280.61,-0.0003
280.615,-0.00016
280.62,0
280.625,0.00017
280.63,0.00026
280.635,0.00023
280.64,0.0002
280.645,0.00012
280.65,-0.00004
280.655,-0.00025
280.66,-0.00045
280.665,-0.00054
280.67,-0.00056
280.675,-0.00063
280.68,-0.0007
280.685,-0.00073
280.69,-0.00077
280.695,-0.00081
280.7,-0.00086
280.705,-0.0009
280.71,-0.00084
280.715,-0.00072
280.72,-0.00052
280.725,-0.00031
280.73,-0.00014
280.735,0.00002
280.74,0.00004
280.745,0
280.75,0.00007
280.755,0.00023
280.76,0.00052
280.765,0.00082
280.77,0.00113
280.775,0.00146
280.78,0.00168
280.785,0.00182
280.79,0.00172
280.795,0.0014
280.8,0.00114
280.805,0.00098
280.81,0.00087
280.815,0.00064
280.82,0.00032
280.825,0.00005
280.83,-0.00012
280.835,-0.00027
280.84,-0.00042
280.845,-0.00047
280.85,-0.00039
280.855,-0.00028
280.86,-0.0002
280.865,-0.00006
280.87,0.00013
280.875,0.00027
280.88,0.00035
280.885,0.0005
280.89,0.00068
280.895,0.00081
280.9,0.00089
280.905,0.00092
280.91,0.00093
280.915,0.00079
280.92,0.00056
280.925,0.00036
280.93,0.00017
280.935,0.00002
280.94,-0.00013
280.945,-0.00027
280.95,-0.00032
280.955,-0.00034
280.96,-0.00029
280.965,-0.0002
280.97,-0.00011
280.975,0.00003
280.98,0.00015
280.985,0.00032
280.99,0.00058
280.995,0.0009
281,0.00131
281.005,0.00172
281.01,0.00211
281.015,0.00247
281.02,0.00269
281.025,0.00288
281.03,0.00316
281.035,0.00342
281.04,0.0036
281.045,0.00373
281.05,0.00384
281.055,0.00398
281.06,0.00408
281.065,0.00415
281.07,0.00427
281.075,0.00437
281.08,0.00446
281.085,0.00445
281.09,0.00432
281.095,0.00413
281.1,0.00389
281.105,0.00367
281.11,0.00352
281.115,0.00352
281.12,0.00358
281.125,0.0037
281.13,0.00382
281.135,0.00386
281.14,0.00384
281.145,0.00373
